surface,kana,source_id,reason,notes
"削","けずる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"下駄","げた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"血液","けつえき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"結果","けっか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"結局","けっきょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"結構","けっこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"結婚","けっこん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"決","けっして","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"決心","けっしん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"欠席","けっせき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"決定","けってい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"欠点","けってん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"煙","けむり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"下痢","げり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"蹴","ける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"けれども","けれども","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"県","けん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"原因","げんいん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"喧嘩","けんか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"玄関","げんかん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"元気","げんき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"研究","けんきゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"現金","げんきん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"言語","げんご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"健康","けんこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"検査","けんさ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"現在","げんざい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"建設","けんせつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"原則","げんそく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"現代","げんだい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"建築","けんちく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"見物","けんぶつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"権利","けんり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"濃","こい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"恋人","こいびと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"こう","こう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"公園","こうえん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"効果","こうか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"後悔","こうかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"郊外","こうがい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"講義","こうぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"工業","こうぎょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"航空便","こうくうびん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"合計","ごうけい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"高校","こうこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"広告","こうこく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"交際","こうさい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"工事","こうじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"交通","こうつう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"肯定","こうてい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"行動","こうどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"交番","こうばん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"幸福","こうふく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"公平","こうへい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"声","こえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"越","こえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"コーヒー","こーひー","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"氷","こおり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"凍","こおる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"誤解","ごかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"呼吸","こきゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"国語","こくご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"国際","こくさい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"国籍","こくせき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"国鉄","こくてつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"黒板","こくばん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"国民","こくみん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ここ","ここ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"九日","ここのか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"九","ここのつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"心","こころ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ございます","ございます","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"腰","こし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"腰掛","こしかける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"故障","こしょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"こする","こする","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"午前","ごぜん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"答","こたえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"答","こたえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"御馳走","ごちそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"小遣","こづかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"コップ","こっぷ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"事","こと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"今年","ことし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"言葉","ことば","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"子供","こども","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"断","ことわる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"この","この","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"このごろ","このごろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"御飯","ごはん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"細","こまかいな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"困","こまる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ごみ","ごみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"こむ","こむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ゴム","ごむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"米","こめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"御免","ごめん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"御覧","ごらん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"これ","これ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"これから","これから","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"頃","ころ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"殺","ころす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"転","ころぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"怖","こわい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"壊","こわす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"壊","こわれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"今月","こんげつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"今週","こんしゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"今度","こんど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"こんな","こんな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"困難","こんなん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"今日","こんにちは","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"今晩","こんばん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"今晩","こんばんは","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"今夜","こんや","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"混乱","こんらん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"さあ","さあ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"最近","さいきん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"最後","さいご","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"財産","ざいさん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"最初","さいしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"催促","さいそく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"最中","さいちゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"才能","さいのう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"裁判","さいばん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"財布","さいふ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"材料","ざいりょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"坂","さか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"境","さかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"さがす","さがす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"魚","さかな","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"下","さがる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"盛","さかん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"先","さき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作業","さぎょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"咲","さく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作者","さくしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"昨年","さくねん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作品","さくひん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作文","さくぶん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"桜","さくら","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"酒","さけ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"叫","さけぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"避","さける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"下","さげる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"匙","さじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"差上","さしあげる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"さす","さす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"誘","さそう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"冊","さつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"作家","さっか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"さっき","さっき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"雑誌","ざっし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"早速","さっそく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"砂糖","さとう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"寂","さびしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"寒","さむい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"覚","さめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"皿","さら","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"再来年","さらいねん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"猿","さる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"騒","さわぐ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"触","さわる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"三","さん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"参加","さんか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"三角","さんかく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"産業","さんぎょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"参考","さんこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"賛成","さんせい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"残念","ざんねん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"散歩","さんぽ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"試合","しあい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"幸","しあわせ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"塩","しお","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"四角","しかく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"四角","しかくいな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"しかし","しかし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"仕方","しかた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しかも","しかも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"叱","しかる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"時間","じかん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"式","しき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"敷","しく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"刺激","しげき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"茂","しげる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"試験","しけん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事件","じけん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事故","じこ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"仕事","しごと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事実","じじつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"支出","ししゅつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"辞書","じしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事情","じじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"地震","じしん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"静","しずか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"沈","しずむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"自然","しぜんに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"思想","しそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"下","した","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"時代","じだい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"従","したがう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"従","したがって","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"下着","したぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"仕度","したく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"親","したしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"七","しち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しっかり","しっかり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"失業","しつぎょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"実験","じっけん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"実現","じつげん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"実行","じっこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"実際","じっさい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"失敗","しっぱい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"質問","しつもん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"失礼","しつれい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"自転車","じてんしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"指導","しどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"自動車","じどうしゃ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"品物","しなもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"死","しぬ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"支配","しはい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"芝居","しばい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しばらく","しばらく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"縛","しばる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"字引","じびき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"渋","しぶい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"自分","じぶん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"島","しま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"仕舞","しまう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"しまる","しまる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"地味","じみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"市民","しみん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事務","じむ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"事務所","じむしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"示","しめす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"しめる","しめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"じゃあ","じゃあ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"社会","しゃかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"写真","しゃしん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"シャツ","しゃつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しゃべる","しゃべる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"邪魔","じゃま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"週","しゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"十","じゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"自由","じゆう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"習慣","しゅうかん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"宗教","しゅうきょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"住所","じゅうしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"就職","しゅうしょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"収入","しゅうにゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"十分","じゅうぶん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"重要","じゅうよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
